BLOCK_ID,longest_segment,avg_intersection_length,HOUSING20,POP20,aadt
407620,260.5451064941651,126.74114404315726,52,150,0.0
407621,771.1872503813727,181.30038282476195,160,468,0.0
407622,396.3231837174251,249.93200262551315,25,73,0.0
407623,474.1395992068726,133.44885294089693,66,215,21175.666666666668
407624,279.61598423023634,120.48398272976995,17,49,0.0
407625,553.4666743890858,166.8545914341459,72,238,0.0
407626,519.6589888299305,210.57898914074602,22,76,0.0
407627,1319.6874155326161,277.68567602025615,0,0,0.0
407628,482.76187877817057,183.60710464794101,0,0,0.0
407629,359.46186173065973,146.69478924926815,0,0,14868.0
407630,460.4364869340601,207.42755419050766,38,106,0.0
407631,288.3983358895221,128.99526805768593,0,0,0.0
407632,976.8479478174158,265.7823477585677,5,21,25995.666666666668
407633,803.6135989899892,312.6212214509116,0,0,0.0
407634,246.3109220906843,98.7287202876055,0,0,36477.857142857145
407635,470.02322543373396,161.780356407614,90,255,19144.5
407636,570.0326012002906,173.89842362594177,31,68,22986.0
407637,390.5551622348526,341.2587296995201,14,22,17878.0
407638,456.0570678555363,140.84870661567635,6,11,0.0
407642,315.0347309548596,160.09587202306463,12,35,16592.0
407643,1227.3255411077141,516.6169285061534,4,21,36230.0
407644,454.0853677069801,200.3368720306804,11,36,17877.5
407645,390.5551622348526,200.83002911942688,0,0,14963.5
407646,1319.6874155326161,226.0961317459752,0,0,43702.666666666664
407648,339.59687216817656,185.16916972953612,4,13,0.0
407649,246.04401617292106,116.30563265751734,3,8,0.0
407650,482.63067093811867,182.97731785775406,0,0,0.0
407651,373.7219558126457,217.54555100758745,32,94,0.0
407654,454.0853677069801,178.78506252807634,19,44,14963.5
407655,309.1360863124286,90.68856186796553,0,0,37408.0
407656,419.6928390968279,153.49018043249941,13,40,0.0
407657,1573.7647966446696,614.3568650344404,0,0,24040.0
465863,1348.3944965988846,713.1503406794487,22,40,0.0
465867,1833.540014326445,993.317528261589,0,0,81179.0
465868,572.0061393302649,213.6727110488035,0,0,0.0
465905,463.9074369402564,169.2734902731833,18,36,0.0
465910,231.86694332783708,100.44594339548057,18,49,0.0
465912,1943.279310644744,144.79524091078179,530,227,51108.857142857145
465913,641.8038803786204,424.0456581113851,0,0,0.0
465914,641.8038803786204,431.3271273203313,0,0,0.0
465915,448.19700244024403,310.36220838843,0,0,0.0
465916,363.78234026090735,223.6695848770171,1,8,0.0
465917,102.53976611642834,102.53976611642834,0,0,0.0
465919,989.9092015630002,165.73210055045766,11,25,58616.0
465920,357.8063891760322,119.10997097317097,46,70,0.0
465921,357.8063891760322,144.54483670966232,36,85,0.0
465922,311.038926091894,116.89510821465088,33,63,0.0
465923,128.2633296509171,95.70661601681186,11,28,4865.0
465924,637.9513055860496,197.33700223425575,1,7,0.0
465925,499.6501898137261,195.33532708490657,134,225,10460.0
465926,388.11133868709084,153.87213151669613,46,134,0.0
465932,589.1755672222314,589.1755672222314,0,0,2153.0
465936,8589.96326923541,3714.1217845605875,0,0,0.0
465937,1833.540014326445,541.5424701584017,0,0,80681.33333333333
465938,1416.2931994633739,475.50211289292764,0,0,1747.0
465939,341.110616850532,129.6446318309127,0,3,14583.0
465940,341.110616850532,150.55112390840296,0,0,14156.333333333334
465941,160.5432086172997,72.57115136169949,0,3,0.0
465942,92.16189660108083,51.08673809324852,0,0,0.0
465943,139.97234954799302,74.943108501793,1,3,0.0
465944,139.97234954799302,89.58065408183134,2,12,0.0
465945,132.1698515378045,105.35562216784074,20,12,0.0
465946,173.38800604052227,118.24864137036553,25,37,0.0
465947,180.74203355786653,113.7337964627001,6,29,0.0
465948,136.01539219827595,86.73575667401253,3,13,0.0
465949,180.74203355786653,109.39987707249857,2,9,0.0
465950,185.68389086965988,140.66414242438063,41,50,6219.0
465951,185.68389086965988,91.96036933433992,0,0,3501.0
465952,192.60110555141944,119.24061128270735,19,39,3501.0
465953,189.4323468727976,107.01967297886696,5,21,6193.0
465954,189.4323468727976,120.98882056999521,0,0,6184.333333333333
465955,186.25499332065795,124.60986517361744,22,16,6167.0
465956,213.52416385600227,132.49385746691476,1,50,6167.0
465957,220.79150556786936,97.56273405320796,1,9,16154.0
465958,229.2547348887408,94.15366070410337,0,0,3614.0
465959,229.2547348887408,106.37397688565684,15,15,3614.0
465960,249.4026897734423,134.92383145863073,0,223,11278.0
465961,229.2547348887408,123.6103836474104,9,15,3864.0
465962,121.85550817324665,110.139447007692,0,0,4529.0
465963,123.05142399359946,93.03102949514816,0,0,4529.0
465964,121.1039213950813,101.54931748810213,0,0,4529.0
465965,148.22819574871244,113.1739899556842,0,0,10037.5
465966,122.23676276176636,80.57134122426787,0,0,0.0
465967,121.85550817324665,80.81327498398852,0,0,0.0
465968,122.02669128867254,109.67809333741111,64,51,4656.5
465969,121.1039213950813,94.40650073592006,0,0,0.0
465970,122.02669128867254,95.13958328095597,1,6,4656.5
465971,137.53115154585203,96.97303198662027,0,0,4798.0
465972,137.53115154585203,95.06177418335916,0,0,4656.5
465973,137.53115154585203,86.63618704080794,0,0,0.0
465974,148.22819574871244,89.80517974074186,0,0,13761.0
465975,148.06272766475678,117.60550491176203,0,0,14994.0
465976,148.22819574871244,92.91764948224113,0,0,13761.0
465977,145.52598099392668,111.9784983743316,0,0,14583.0
465978,145.52598099392668,104.48702257979183,0,0,14583.0
465980,339.9621449570665,167.37749062330514,0,0,14156.333333333334
465981,265.31477702349827,180.49719276290213,24,62,0.0
465982,263.76028717871066,165.56504691646904,42,86,0.0
465983,263.3170930987848,147.7143125824996,33,67,4865.0
465984,263.3189157453441,160.66525798423746,0,0,0.0
465985,260.51308644777845,115.12813745090308,3,11,0.0
465986,357.71651745693094,133.23615241258315,2,17,0.0
465987,912.3286970202894,238.38258598636574,92,266,0.0
465988,258.9091614869049,148.04023030937162,20,50,0.0
465990,356.03318166644067,139.89265578375114,22,35,0.0
465991,403.0986176369343,191.28087799986093,28,58,0.0
465992,448.37288488223567,207.60623265456303,65,80,0.0
465993,205.77877451538185,84.21740298443159,4,14,0.0
465994,196.3748117833917,123.18185078416913,0,0,0.0
465995,330.22754750108106,161.2285335773808,60,114,0.0
465996,347.2237407577402,168.05231632576584,0,0,0.0
465997,246.62503569025387,113.19900094342205,22,61,0.0
465998,208.27419351548045,122.39028579725,18,55,0.0
465999,249.85143263356485,133.0486873427877,22,50,0.0
466000,207.84243256516362,124.58230171687516,17,43,0.0
466001,202.3993369796079,114.92959164010297,17,70,0.0
466002,207.84243256516362,140.8873706734918,12,41,0.0
466003,427.3552379548577,187.94584417139546,44,124,0.0
466004,703.5521433501142,268.5349351777499,19,52,87164.0
466005,703.5521433501142,322.94767147632234,112,160,87164.0
466006,703.5521433501142,222.69620804456582,19,48,87164.0
466007,1157.4314010406324,334.5170607324047,0,0,87164.0
466008,266.24624781295574,113.53257952980714,14,31,0.0
466009,287.6585524275797,127.48778370278306,34,94,0.0
466010,306.3492942431707,204.98205031819683,18,46,0.0
466011,306.3492942431707,159.19827561577983,21,60,0.0
466012,244.07605665864727,113.06855974086584,21,55,0.0
466013,412.1502265881108,149.78952897689064,126,297,0.0
466014,337.8429681532728,176.54044416252717,22,47,0.0
466015,337.8429681532728,165.25442883973346,22,45,0.0
466016,244.76433424710274,129.74208582069159,19,34,0.0
466017,150.08127140881913,92.85966212805444,7,18,0.0
466018,199.65463478245027,120.62759733653883,12,35,0.0
466019,199.65463478245027,96.64688081029193,7,17,0.0
466021,296.6041269613633,103.75573730113985,21,31,19578.4
466022,403.28935114037296,244.36239650380742,0,0,19678.75
466023,399.6850836261902,112.87165495423852,36,60,17820.30769230769
466024,372.35800213088544,155.4081055526152,21,64,0.0
466025,1157.4314010406324,206.78008697210794,601,1107,47511.0
466026,205.07255228395374,127.0969755410431,11,40,0.0
466027,828.6477119308886,234.9614589179815,3,19,27279.5
466028,828.6477119308886,200.32566218800807,176,277,20225.0
466029,216.30702121399352,129.37429350071235,22,72,0.0
466030,216.4454678187201,123.66285516783162,11,33,20225.0
466031,505.7748093720967,229.20191504942335,265,407,20227.0
466032,336.73410299401974,162.03586932422883,21,76,0.0
466045,271.62357938369996,183.20355751139633,0,0,0.0
466046,188.46151797660698,107.48311586528146,16,40,0.0
466047,903.6695550955844,264.1963021240669,59,124,0.0
466048,3526.4547741362676,303.2549953251747,52,169,0.0
466049,1426.2783978979685,312.9312997109965,0,0,78987.5
466050,903.6695550955844,205.26040006218744,19,54,78949.0
466051,371.54372815700185,159.6507172182954,21,64,0.0
466052,377.6214771073836,143.33502285697065,9,25,0.0
466053,240.91877004613025,131.39544540168765,3,18,5834.0
466054,205.46701271308908,132.80660293152923,27,31,0.0
466055,392.2186864064335,136.81819040625044,45,99,0.0
466056,292.5469887232053,172.08730794545684,24,43,0.0
466057,229.2547348887408,124.20804200477113,14,18,0.0
466058,136.21247328804793,66.03301516668402,0,0,0.0
466059,183.49477606421948,124.8426407988323,35,55,6219.0
466060,189.4323468727976,118.6105307598025,0,0,6193.0
466061,185.68389086965988,85.54193881925008,0,0,3501.0
466062,213.52416385600227,125.51116753745578,0,0,12316.875
466063,123.05142399359946,111.20502091688537,0,0,4529.0
466064,123.05142399359946,75.7285001009659,0,0,6165.5
466065,122.02669128867254,109.60287056667589,111,108,4798.0
466066,148.22819574871244,102.33565357308252,0,0,4932.5
466067,148.22819574871244,106.21166835512824,0,0,14254.2
466068,339.9621449570665,119.99070553791366,0,0,15561.833333333334
466069,263.76028717871066,142.63328209549437,24,54,5834.0
466070,291.80624694400376,108.56575823562738,18,23,5549.5
466071,391.0034505884422,192.56089530172028,14,46,0.0
466072,237.20017908811877,126.46933321054068,22,76,0.0
466073,299.9348341729863,152.61389082876428,16,48,0.0
466074,805.5370827677109,215.55041741680438,5,10,0.0
466075,168.6870649019825,105.22836680617336,4,15,0.0
466076,356.54185875751057,153.05047770771242,6,10,0.0
466086,1987.073894966357,301.4094987338701,0,0,0.0
466087,245.48263908685377,160.42980008097825,12,54,0.0
466088,283.19162224113984,117.54754226601652,34,97,0.0
466089,460.4364869340601,214.47753150712853,47,143,0.0
466090,618.2296453721272,223.30042837475366,37,122,0.0
466093,187.10845695662138,143.3289771072355,13,44,9008.5
466094,216.9952750595463,133.9740490820127,15,31,5549.5
466095,341.110616850532,145.90386047442465,0,0,14994.0
466100,802.6601041384182,147.48857700330345,143,340,0.0
466101,1119.607943089221,380.93042555282744,9,32,0.0
466102,359.66783105331615,124.20714576857054,16,47,0.0
466104,427.9993371496974,183.58514894152813,32,91,0.0
466105,381.3517740850891,198.75017263237274,31,70,0.0
466106,306.3492942431707,120.24199271814248,21,51,0.0
466107,330.22754750108106,162.1644125880932,21,43,0.0
466108,296.6041269613633,116.45827258787858,13,31,0.0
466109,216.30702121399352,125.25442752283638,20,86,0.0
466112,189.02197761346366,123.67462589629103,18,57,0.0
466113,485.49301569924705,430.14981448977244,0,0,33490.0
466114,383.7739032656388,187.87739512718593,17,61,0.0
466115,668.0113941501531,194.82577864060352,0,0,27400.5
466117,363.78234026090735,205.89435839151116,1,12,0.0
466118,1615.611201253965,497.7979642807426,0,0,27778.0
466120,83.9899186180535,54.36208422073909,0,0,0.0
466121,703.5521433501142,244.42897332517148,0,0,84517.5
466122,414.2230182387927,151.92002743535897,33,67,11987.0
466123,403.3859011155405,187.03397464765266,31,63,0.0
466124,363.78234026090735,139.83054455776124,53,187,0.0
466125,313.71639911998403,266.416143962871,23,15,0.0
466126,480.140650514933,169.20724208635377,77,209,0.0
466127,368.4981451308527,154.9665526032005,12,36,0.0
466128,311.6521797264652,135.56243197852928,64,196,0.0
466129,513.0045733810102,134.14340338922227,19,81,0.0
466130,240.5464463015787,118.54126840645264,19,37,0.0
466131,338.6916298347417,120.30708977697657,37,118,0.0
466132,439.2520201567488,139.07468661131455,139,314,0.0
466133,190.7541688604075,116.69781799511762,14,58,0.0
466135,1085.7928726380612,188.78534078111417,9,25,108166.0
466142,427.9993371496974,179.74675066205145,103,267,0.0
466144,271.2307267673207,118.81867575880311,23,59,0.0
466145,363.78234026090735,185.15947128484282,28,89,0.0
466146,1167.0347420275846,177.45171834320377,59,160,20990.5
466147,301.64849974514493,106.84708743570957,15,47,0.0
466148,1374.948980902867,226.75283795469787,0,0,48947.5
466149,391.9166944922865,173.2035562424371,0,0,18797.0
466150,364.90369840857977,163.65479142948828,21,59,0.0
466151,471.3891160610609,176.94618842589023,17,40,0.0
466152,334.69025092709643,117.69784258453308,18,48,0.0
466153,208.42956070932874,98.78829330352413,14,23,0.0
466155,345.6344675369625,207.93453482872513,8,15,0.0
466157,173.91494538142626,106.54359586316988,16,38,14285.0
466158,265.31477702349827,159.31057068734415,35,88,0.0
466159,265.31477702349827,180.07250841624867,34,90,0.0
466160,217.26817345777042,122.78638222689847,19,69,0.0
466161,227.43871082509767,114.17515453024004,12,29,0.0
468925,426.00345367114625,179.92882221710997,13,47,0.0
468926,619.8363856040771,134.79964446275258,26,77,18717.0
468927,412.1502265881108,181.757764865138,60,129,19678.75
468928,805.5370827677109,367.84558410140704,35,60,0.0
468929,540.1583559132007,145.66630144921464,652,1114,0.0
468930,1456.7008855542329,281.95118413819756,0,0,0.0
468931,503.3881919286473,133.95169227498488,513,715,0.0
468932,113.9087676818468,113.9087676818468,8,20,0.0
468935,165.45789647047042,128.86829580404748,0,0,0.0
468936,214.6295180525608,131.8992068519103,0,0,0.0
468937,166.9276165897391,125.39791436635137,0,0,0.0
468938,165.45789647047042,121.20181309444797,0,0,0.0
468939,167.57528718192313,125.79787342764372,0,0,0.0
468940,163.53058990573328,118.64278388865647,5,12,0.0
468941,163.56785551246614,117.49005830006905,6,15,0.0
468942,163.60470409527016,117.49784777078054,4,3,0.0
468943,163.66067209049484,113.2042345683853,1,7,0.0
468944,163.67858316470677,113.0552570339628,6,10,0.0
468945,1456.7008855542329,611.316885024015,0,0,0.0
468946,769.597979775028,134.96040869072274,86,222,0.0
468954,349.6534711687381,130.1676209002667,50,161,0.0
468957,1964.4062176890147,365.21160237798387,11,16,81466.66666666667
468958,1397.119830949807,352.0418204644912,0,0,19196.0
468959,846.503856599594,362.47879779884494,0,0,24241.0
468960,973.9907156521938,393.6974302943279,0,0,3921.0
468961,1573.7647966446696,862.9852831083865,0,0,24040.0
468962,1329.1517950875248,283.0996312699404,0,0,58164.0
468963,1203.2430892562077,452.6324836677127,0,0,23907.0
468966,498.2627578591463,93.39291645887091,0,0,5081.0
468974,204.42307698524175,109.2384127819203,17,39,0.0
468975,204.5104044617403,115.57700507443953,20,28,0.0
468976,735.3358772690518,253.48429155429793,15,38,18717.0
468977,204.5104044617403,105.86697169555366,10,19,0.0
468978,282.78613982652547,194.22700784154864,14,22,0.0
468979,282.81951212074466,112.48864841724081,16,36,0.0
468980,265.2720462000346,177.19718245028938,24,57,0.0
468981,313.622257820172,179.80377968496893,18,37,0.0
468982,268.139742670394,156.81120694044776,34,71,0.0
468983,264.2570007151749,133.1950024688105,16,21,0.0
468984,262.3049148907514,133.53329594032073,14,10,0.0
468985,262.3049148907514,138.0111516600941,16,46,0.0
468986,264.2570007151749,161.00742342585673,19,34,0.0
468987,265.47840928151487,161.55776409862804,0,0,0.0
468988,293.40149973212243,180.36398939119556,46,64,0.0
468989,268.139742670394,176.90458315465813,25,49,0.0
468990,268.139742670394,175.6392927609783,24,45,0.0
468991,2045.8691747664138,1376.2231585014242,1,18,0.0
468992,1518.8207141712194,337.12548752314035,0,0,84602.0
468993,1227.3255411077141,179.9247197430464,5,24,22401.375
468994,758.5712255210486,160.99886493601656,0,0,87382.4
468995,1518.8207141712194,341.6876703587455,0,0,87501.0
468996,785.4189133794332,352.0503023236459,0,0,0.0
468997,448.6807732987295,207.07397990240437,48,137,0.0
468998,1092.9267063694465,306.57009766535333,0,0,90031.25
468999,1092.9267063694465,326.78860895858503,0,0,90031.25
469000,352.4842975034199,219.7631767011747,0,0,0.0
469002,629.9227517305109,629.9227517305109,0,0,22772.0
469003,1092.9267063694465,272.77025124091904,0,0,87797.5
469030,1059.619186003798,289.14167527643804,16,46,21146.0
469032,456.0570678555363,131.397206177487,2,7,0.0
469037,245.48263908685377,103.11534785420893,7,22,0.0
469043,202.6757315206856,131.07880485817412,33,71,0.0
469044,388.36694013691454,125.90063959158857,30,82,0.0
469045,264.0463829942302,118.94189282648598,0,0,5834.0
469046,388.36694013691454,180.56653376362596,16,35,0.0
469047,288.2369077260917,163.18510361045438,0,0,0.0
469048,220.56137087175833,116.53806348496308,19,45,0.0
469049,276.5106635257973,108.87080216668447,66,129,0.0
469050,141.6148456679711,93.7627674715181,3,13,0.0
469051,141.6148456679711,92.06189826365006,0,0,0.0
469052,276.5106635257973,123.1159070458192,27,83,0.0
469053,388.36694013691454,170.4904080652747,29,79,0.0
469054,306.81520937179687,195.42870088409924,12,44,0.0
469055,151.8648265798825,87.94499049909071,2,14,0.0
469056,482.52186117706134,136.1728620344394,0,0,0.0
469057,115.20294983881186,106.53313180431222,13,21,0.0
469058,1271.3952715337423,376.45682419718383,0,0,62017.0
469059,123.09180883896757,108.73984930190323,11,112,0.0
469060,494.2243480597338,147.6262058678057,0,0,0.0
469061,1271.3952715337423,371.3424654787257,0,0,62017.0
469062,1271.3952715337423,199.72343802398757,1,5,62017.0
469063,812.867774171086,212.9228676420078,0,0,0.0
469065,1491.7097205901105,332.95285085965156,0,0,46063.8
469067,282.81951212074466,148.3270456235457,18,42,0.0
469068,2045.8691747664138,260.4972979472399,97,241,0.0
469069,758.5712255210486,118.54954854817926,1,18,87721.5
469070,365.3516277968247,157.1664328369105,41,145,0.0
469072,274.0348987437154,101.24260581925829,11,34,0.0
469073,320.62690510868424,149.2205262964304,14,41,0.0
469074,459.6755364766247,177.11046515723325,16,52,0.0
469075,1833.540014326445,523.2852745844453,0,0,80681.33333333333
469077,416.18459385259735,296.16870412733124,5,14,0.0
469078,249.4026897734423,123.99110305285807,29,29,18884.5
469079,279.8376754398343,121.09745764631853,16,44,0.0
469080,350.94341211924205,124.3499956989467,38,93,18717.0
469081,300.9962343581033,136.29901028428347,10,22,0.0
469082,444.6698614870189,147.46033444865552,138,277,17877.0
469083,1518.8207141712194,298.3951766374564,0,0,54471.7
469084,360.0346802404314,139.50912984966092,1,14,0.0
469085,376.696424570707,194.92630742877682,15,39,0.0
469086,341.71581360949546,121.99954755118476,30,95,37410.0
469087,416.0575530665924,130.34869076504586,39,92,0.0
469088,1665.173728886843,258.0987214180595,63,146,51359.42857142857
469090,362.87825391556106,109.98056837461249,20,60,0.0
469091,1615.611201253965,599.1736078821248,0,0,79284.5
469092,318.1572432675385,160.52275857773,20,39,0.0
469093,313.231558750668,184.7462761697575,32,71,0.0
469094,301.20734143277275,188.00745649746779,21,46,0.0
469095,379.1948305492616,167.31371121387744,40,112,0.0
469096,274.59985183125957,139.46531348199926,19,37,0.0
475853,239.3511954203882,147.95995409630999,0,0,3400.5
475855,1032.734242683586,712.4799991812816,0,0,0.0
475856,159.69176592078634,97.20759375047629,38,73,0.0
475857,357.71651745693094,151.58103851905918,0,0,0.0
475861,323.3616838117336,158.22544058486125,0,0,0.0
475862,984.7514348785744,302.35663485329127,0,0,11600.5
475863,283.8336977243892,117.30403963342258,13,41,0.0
475867,1170.7647885901463,291.7533225197669,0,0,0.0
475868,1170.7647885901463,226.81666912179105,1,6,62017.0
475869,188.80276748123808,127.99608675642372,13,34,0.0
475870,703.5521433501142,225.8551827698088,21,47,87164.0
475872,1258.1341254547656,462.7510825111529,36,88,0.0
475876,265.07009829092135,148.20964062500474,12,26,0.0
475877,265.07009829092135,119.5929483464941,14,71,0.0
475878,230.0866033347774,132.69113119552563,26,53,0.0
475879,226.8914601141162,111.81161899150099,20,67,0.0
475880,220.44395218327855,120.75504720663554,27,56,0.0
475883,214.84642328893545,145.54141129614115,0,0,1813.0
475884,766.9362603275865,165.0644624388149,0,0,0.0
475890,284.52604226960403,118.40643591641987,92,242,13341.0
475891,234.07840616063476,140.07873164813455,28,93,0.0
475892,304.7157132488349,130.90012415958415,37,123,0.0
475893,553.4666743890858,169.19327560027838,29,83,0.0
475894,553.4666743890858,147.246877762351,25,73,0.0
475895,416.5497007703154,119.58356421040246,26,67,0.0
475896,1614.741240531709,280.40083498638796,89,251,0.0
475897,1397.119830949807,296.06573241303903,0,0,15768.8
475898,583.4620792862306,176.8155983553616,12,49,0.0
475900,593.1052108983605,171.1018445906522,143,339,0.0
475901,294.743375088211,90.40165482460714,0,0,0.0
475903,848.9503401016882,255.1719801896085,0,0,20738.0
475904,416.18459385259735,207.13220420868856,54,130,0.0
475905,830.5276850761823,294.23535977638136,105,333,0.0
475906,830.5276850761823,300.18759751311325,19,42,0.0
475929,537.5759463918088,236.5839752570911,40,92,0.0
475932,1044.5218856700117,620.4989048424362,0,0,81591.0
475936,165.65334172319615,116.68254649177149,0,0,0.0
475937,358.2961137930583,148.86106914393812,0,0,0.0
475938,471.7936160468775,177.8687559725303,27,71,0.0
475939,471.7936160468775,212.6411541242642,26,93,0.0
475940,392.145731485875,178.82248608474347,42,135,0.0
475941,386.57074997633526,150.77639159615268,46,122,0.0
475942,205.89079928835105,134.59738937012744,22,69,0.0
475943,205.68328862257223,132.94275788813098,22,64,0.0
475944,363.4773771823238,161.44350197336627,44,121,0.0
475945,144.52259829708137,80.86150799282831,30,99,0.0
475946,138.69289776433317,62.75252337907916,12,37,0.0
475947,887.3604719118184,257.7059785714832,0,0,0.0
475948,1321.5995490558298,325.99816813851623,1,14,43579.3
475949,789.030903893996,251.6277840301874,7,6,23628.0
475950,880.2154137978602,369.7046792241441,9,29,49334.5
475951,916.8907964186901,318.939329031616,0,0,51400.57142857143
475952,1321.5995490558298,542.6868443419824,0,0,10820.0
475953,1321.5995490558298,328.1416463642385,0,0,10820.0
475954,1587.958984386761,416.7176040224962,0,0,10820.0
475955,750.6134480380462,240.30462479646792,0,0,0.0
475956,916.8907964186901,262.6964477361584,0,0,58164.0
475957,1446.489055533957,336.8904934183946,0,0,63936.066666666666
475958,1587.958984386761,442.3431307041408,0,0,47143.142857142855
475959,1380.903024259364,279.73663974092744,17,57,118506.75
475960,1380.903024259364,241.70363271257418,0,0,88311.25
475961,803.6135989899892,201.54936621853776,15,45,0.0
475962,807.3184927448793,192.67705645965106,65,177,13730.0
475963,1380.903024259364,314.413827858524,0,0,113171.66666666667
475964,265.73139866255974,114.55075233411637,27,63,0.0
475965,1380.903024259364,282.83652312626134,18,38,112240.25
475966,395.0900616532817,160.72902665963417,26,102,0.0
475967,361.154680992161,155.8322377255751,26,71,0.0
475968,215.82227819959672,99.48543001281318,22,77,0.0
475969,422.39723826794886,141.114513572549,34,97,0.0
475970,229.03367444410748,122.1909660977147,13,60,0.0
475971,229.03367444410748,121.05214637532158,22,69,0.0
475972,1380.903024259364,202.0330845359098,55,142,118506.75
475973,261.21291374300495,140.12293747039007,29,65,0.0
475974,260.7548449834415,137.34945661799256,23,59,0.0
475975,282.9787203256047,164.99480728382017,25,73,0.0
475976,264.1202594336319,119.73371382622055,26,104,0.0
475977,265.7216995081563,139.2918241882151,33,94,0.0
475978,265.7216995081563,148.20337598833365,24,49,0.0
475979,265.7216995081563,136.6581768873788,29,74,0.0
475980,245.50016619177185,144.75108595367743,18,50,0.0
475981,380.6373099637262,137.38389155697772,44,132,0.0
475982,393.4479957787039,173.97132333332374,37,98,0.0
475983,205.45639219603825,130.81762305391942,21,52,0.0
475984,395.0900616532817,191.57090884194565,18,53,0.0
475985,395.0900616532817,187.4374186852915,19,55,0.0
475986,401.6466527907131,206.64910621760333,18,33,0.0
475987,394.629985418185,179.96360761222522,55,160,0.0
475988,402.13262805441093,153.01044774185524,38,120,0.0
475989,388.05948927798306,152.3951853063932,20,57,0.0
475990,403.0384899351249,158.6060473981816,43,125,0.0
475991,403.0384899351249,197.52066615219815,50,124,0.0
475992,396.60347116636893,180.89845102626242,52,112,0.0
475993,403.0384899351249,185.4227948771763,41,100,0.0
475994,482.52186117706134,122.21065278167634,24,88,0.0
475995,482.63067093811867,157.63151161640155,26,86,0.0
475996,482.76187877817057,169.0808266516207,26,57,0.0
475997,256.08061579656453,119.17051890804679,0,0,0.0
475998,299.386305956345,148.25715932985423,20,62,0.0
475999,299.386305956345,148.8778926202776,32,65,0.0
476000,299.386305956345,129.8765318915609,20,45,0.0
476001,412.74188244417815,207.41953250390634,34,92,0.0
476002,804.9840598880511,153.12611137649986,15,41,52249.375
476003,281.13220987203556,142.209675604114,0,0,8742.75
476004,149.69589940757834,80.78317606382696,0,0,8489.0
476005,112.2075802889723,93.32397341621775,22,28,0.0
476006,233.09165359150273,117.62847632484068,6,13,0.0
476007,281.13220987203556,110.1616989058111,13,20,0.0
476008,233.09165359150273,118.00869712279943,28,51,0.0
476009,228.49988613889474,130.6207148317656,13,26,13699.0
476019,352.66938244761377,152.14245221132825,14,50,0.0
476020,313.24988859466544,141.21017046902142,23,50,0.0
476021,407.5009140741036,201.51481008914408,328,630,21465.5
476022,370.92530122255016,181.97712984258996,53,151,0.0
476023,315.0347309548596,203.8930403978404,0,0,19841.0
476024,496.50671910487415,191.59501671080193,25,55,0.0
476025,274.06504961287476,121.76485182158667,16,38,0.0
476026,411.09202010907404,155.90367447396363,12,37,0.0
476027,295.4334190371442,135.85254864991825,3,7,8383.0
476028,197.10957792860938,95.93473926292717,1,20,0.0
476029,270.7237788390097,138.91748115126836,35,88,0.0
476030,286.90396849551576,119.91324993411263,34,96,0.0
476031,287.8056864214029,155.82844362499782,0,0,8742.75
476032,236.8010576559598,136.5438252066024,14,29,8383.0
476033,274.7861685407648,106.14329622257523,25,61,8383.0
476034,239.00457910705677,133.11740702331147,24,35,0.0
476035,619.8363856040771,229.37465975573133,29,84,11350.0
476040,279.950007767089,135.54358414036935,19,56,8489.0
476041,235.42831209514952,117.76303622074587,28,67,0.0
476042,196.49846995337276,150.55794604433308,18,53,0.0
476043,197.78215270694372,144.54019107074632,20,60,0.0
476044,235.55950801592817,133.88428240008048,6,9,0.0
476045,328.1567734301201,128.11602282352482,21,41,7951.5
491149,315.4391176790729,125.37349214217913,250,392,17561.0
491150,283.7180703331205,157.7855055864202,0,0,0.0
491151,276.6963401211232,168.64840924523423,37,89,0.0
491153,1157.4314010406324,280.9706981607813,0,0,47511.0
491154,8589.96326923541,292.66434759661405,293,203,0.0
491155,458.6494122255536,164.00057763954985,1,9,0.0
491157,491.7330529439484,218.16078714974682,14,35,0.0
491158,444.70925719790415,158.4472100173044,35,85,25228.666666666668
491159,362.81448326405314,149.50261229728318,33,79,0.0
491160,317.5536688198745,189.88315876341457,177,322,0.0
491161,1157.4314010406324,318.69672853038225,1,13,86447.28571428571
491162,1157.4314010406324,363.6217700297268,0,0,55726.0
491163,1157.4314010406324,210.5101634605508,25,60,71255.625
491164,242.34727917084328,96.2342288029571,20,59,0.0
491165,316.38041956949473,158.5417767772576,24,79,0.0
491166,228.16023425225035,148.97379604455952,14,42,0.0
491167,326.0148134247789,155.16110807142584,23,72,0.0
491168,631.3419120745589,275.0475064249305,130,295,26575.5
491169,454.29878048572937,169.74654397984162,52,111,0.0
491170,608.9656705521131,247.0402154376367,59,119,26575.5
491171,608.9656705521131,261.61851573584187,25,75,28691.0
491172,271.70932119407604,113.6881398778263,20,50,0.0
491173,311.04003852922665,121.04151972267063,23,70,0.0
491174,804.9840598880511,158.82061241838304,0,0,48479.583333333336
491176,199.12759809272106,101.22350112814367,18,53,0.0
491177,1319.6874155326161,450.48256351649036,0,0,64559.5
491178,1795.7818928433087,287.48445659732755,6,10,51929.666666666664
491179,224.51361801528833,111.51298916065642,21,37,0.0
491181,431.66919081889824,197.8347566806233,45,121,0.0
491182,513.0045733810102,208.23663654408213,14,50,0.0
491183,284.8507344278065,117.87976636123197,12,45,0.0
